Game ID,Week,Date,Time (EST),Location,Home Team,Away Team,Home Score,Away Score,Total Points,Home Total Yards,Away Total Yards,Total Yards,Home Rushing Attempts,Home Rushing Yards,Home Longest Rush,Home Rushing TDs,Home Fumbles,Home Pass Attempts,Home Pass Completions,Home Passing Yards,Home Longest Pass,Home QB Rating,Home Passing TDs,Home Interceptions,Home First Downs,Home Punts,Home FG Attempts,Home FG Made,Home FG Pct,Home FG Att 1-19,Home FG Made 1-19,Home FG Pct 1-19,Home FG Att 20-29,Home FG Made 20-29,Home FG Pct 20-29,Home FG Att 30-39,Home FG Made 30-39,Home FG Pct 30-39,Home FG Att 40-49,Home FG Made 40-49,Home FG Pct 40-49,Home FG Att 50+,Home FG Made 50+,Home FG Pct 50+,Away Rushing Attempts,Away Rushing Yards,Away Longest Rush,Away Rushing TDs,Away Fumbles,Away Pass Attempts,Away Pass Completions,Away Passing Yards,Away Longest Pass,Away QB Rating,Away Passing TDs,Away Interceptions,Away Punts,Away First Downs,Away FG Attempts,Away FG Made,Away FG Pct,Away FG Att 1-19,Away FG Made 1-19,Away FG Pct 1-19,Away FG Att 20-29,Away FG Made 20-29,Away FG Pct 20-29,Away FG Att 30-39,Away FG Made 30-39,Away FG Pct 30-39,Away FG Att 40-49,Away FG Made 40-49,Away FG Pct 40-49,Away FG Att 50+,Away FG Made 50+,Away FG Pct 50+,Summary,Precip Intensity,Precip Probability,Precip Type,Temp,Apparent Temp,Humidity,Wind Speed,Wind Gust,Cloud Cover,UV Index,Visibility,Indoor
45984,3,2018-09-23,1:00PM,Hard Rock Stadium,MIA,OAK,28,20,48,373,434,807,14,41,18,0,0,24,18,332,74,156.2,4,0,13,6,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,32,109,15,1,0,39,27,325,66,83.8,1,2,3,24,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,Humid and Partly Cloudy,0,0,No Data,88.94,97.04,0.6,6.98,7.33,0.31,8,10,False
45985,3,2018-09-23,1:00PM,Arrowhead Stadium,KC,SF,38,27,65,384,405,789,28,77,11,2,2,38,24,307,42,115.5,3,0,31,2,1,1,100.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,29,178,26,1,3,30,20,227,35,114.7,2,0,4,25,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Clear,0,0,No Data,72.78,72.78,0.54,4.98,5.11,0,6,10,False
45986,3,2018-09-23,1:00PM,TIAA Bank Field,JAX,TEN,6,9,15,236,229,465,19,87,13,0,2,34,21,149,15,73.0,0,0,11,6,2,2,100.0,0,0,0.0,0,0,0.0,1,1,100.0,1,1,100.0,0,0,0.0,34,146,16,0,1,21,13,83,22,75.1,0,0,6,15,4,3,75.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Mostly Cloudy,0,0,No Data,87.54,93.32,0.58,5.41,7.32,0.75,5,10,False
45987,3,2018-09-23,4:05PM,Los Angeles Memorial Coliseum,LA,LAC,35,23,58,521,356,877,35,171,16,1,1,36,29,350,53,123.8,3,1,33,1,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,20,141,32,1,2,30,18,215,42,105.7,2,0,2,16,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Clear,0,0,No Data,79.6,79.6,0.49,4.58,9.16,0.04,7,9.73,False
45988,3,2018-09-23,4:25PM,State Farm Stadium,ARI,CHI,14,16,30,221,314,535,18,53,12,0,2,26,17,168,39,73.6,2,3,13,4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,31,122,21,1,1,35,24,192,39,73.5,0,1,3,21,4,3,75.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Clear,0,0,No Data,100.23,100.23,0.12,4.92,10.84,0.13,7,10,True
45989,3,2018-09-23,4:25PM,CenturyLink Field,SEA,DAL,24,13,37,295,303,598,39,113,13,1,1,26,16,182,52,109.8,2,0,18,8,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,19,166,26,0,1,34,19,137,20,66.8,1,1,5,19,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,Partly Cloudy,0,0,No Data,62.81,62.81,0.52,1.94,3.86,0.54,4,5,False
45990,3,2018-09-23,8:20PM,Ford Field,DET,NE,26,10,36,414,209,623,33,159,15,0,1,36,27,255,33,101.8,2,1,24,2,4,4,100.0,0,0,0.0,1,1,100.0,3,3,100.0,0,0,0.0,0,0,0.0,19,89,15,0,0,26,14,120,19,65.1,1,1,5,12,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Clear,0,0,No Data,63.82,63.82,0.62,5.21,5.38,0.03,0,10,True
45991,3,2018-09-24,8:15PM,Raymond James Stadium,TB,PIT,27,30,57,457,413,870,16,63,18,0,1,50,30,394,51,81.5,3,3,28,3,2,2,100.0,0,0,0.0,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,22,78,27,0,1,38,30,335,75,120.7,3,1,5,22,2,1,50.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Light Rain,0.072,0.64,rain,77.75,79.36,0.88,3.08,4.36,0.81,0,9.59,False
45992,4,2018-09-27,8:20PM,Los Angeles Memorial Coliseum,LA,MIN,38,31,69,556,441,997,20,100,10,0,1,34,26,456,70,157.5,5,0,25,2,2,1,50.0,0,0,0.0,1,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,17,54,19,0,1,50,36,387,45,117.2,3,0,4,25,3,3,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Clear,0,0,No Data,83.44,83.44,0.44,3.41,7.33,0.1,1,9.22,False
45993,4,2018-09-30,1:00PM,Lambeau Field,GB,BUF,22,0,22,422,145,567,32,141,30,1,3,40,22,281,43,76.9,1,1,22,4,3,3,100.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,2,2,100.0,16,58,11,0,1,33,16,87,34,36.3,0,2,8,11,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Overcast,0,0,No Data,48.37,46.51,0.8,4.66,6.29,1,3,9.45,False
45994,4,2018-09-30,1:00PM,Mercedes-Benz Stadium,ATL,CIN,36,37,73,495,407,902,24,92,13,1,3,39,29,403,49,134.5,3,0,25,1,3,3,100.0,0,0,0.0,1,1,100.0,1,1,100.0,0,0,0.0,1,1,100.0,23,99,14,2,0,41,29,308,39,109.5,3,1,1,30,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Overcast,0,0,No Data,76.59,77.8,0.82,4.13,6.72,1,4,3.99,True
45995,4,2018-09-30,1:00PM,AT&T Stadium,DAL,DET,26,24,50,414,382,796,35,183,41,0,2,27,17,231,38,118.6,2,0,25,2,4,4,100.0,0,0,0.0,1,1,100.0,2,2,100.0,1,1,100.0,0,0,0.0,20,96,32,1,0,30,24,286,45,131.5,2,0,4,18,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Mostly Cloudy,0,0,No Data,79.25,81.74,0.69,6.82,7.34,0.81,4,10,True
45996,4,2018-09-30,1:00PM,Lucas Oil Stadium,IND,HOU,34,37,71,476,466,942,17,41,10,0,3,62,40,435,42,108.5,4,0,28,5,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,100.0,0,0,0.0,35,119,18,1,0,42,29,347,30,102.8,2,1,5,30,4,3,75.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,Clear,0,0,No Data,75.58,75.7,0.61,7.35,8.37,0,6,10,True
45997,4,2018-09-30,1:00PM,Gillette Stadium,NE,MIA,38,7,45,449,172,621,40,175,23,2,0,35,23,274,55,94.2,3,2,27,2,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,18,56,14,0,1,25,15,116,22,71.2,1,1,7,11,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Clear,0,0,No Data,66.53,66.53,0.45,3.28,5.11,0.04,5,10,False
45998,4,2018-09-30,1:00PM,TIAA Bank Field,JAX,NYJ,31,12,43,503,178,681,34,126,23,1,4,38,29,377,67,114.8,2,1,23,3,3,3,100.0,0,0,0.0,1,1,100.0,1,1,100.0,0,0,0.0,1,1,100.0,14,34,9,0,0,34,17,144,42,74.0,1,0,7,10,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Humid and Mostly Cloudy,0,0,No Data,86.88,95.65,0.67,10.09,10.3,0.74,5,9.65,False
45999,4,2018-09-30,1:00PM,Nissan Stadium,TEN,PHI,26,23,49,386,438,824,22,59,17,1,1,43,30,327,51,99.4,2,1,22,5,2,2,100.0,0,0,0.0,0,0,0.0,1,1,100.0,1,1,100.0,0,0,0.0,22,117,15,0,2,50,33,321,56,100.2,2,0,6,26,3,3,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Clear,0,0,No Data,80.79,82.55,0.58,0.05,0.31,0.14,6,10,False
46000,4,2018-09-30,1:00PM,Soldier Field,CHI,TB,48,10,58,483,311,794,31,139,26,0,0,26,19,344,47,154.6,6,0,28,2,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,1,1,100.0,18,60,12,0,1,38,25,251,48,62.5,1,3,5,16,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Overcast,0.0004,0.04,rain,64.71,64.71,0.74,1.42,5.57,0.96,3,10,False
46001,4,2018-09-30,4:05PM,Oakland-Alameda County Coliseum,OAK,CLE,45,42,87,565,485,1050,29,139,52,0,0,58,35,426,36,92.4,4,2,27,6,5,3,60.0,0,0,0.0,2,2,100.0,0,0,0.0,2,1,50.0,1,0,0.0,31,208,63,3,3,41,21,277,59,70.7,2,2,7,21,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Clear,0,0,No Data,71.46,71.46,0.54,2.58,7.94,0.2,6,10,False
46002,4,2018-09-30,4:05PM,State Farm Stadium,ARI,SEA,17,20,37,263,331,594,28,92,21,1,2,27,15,171,31,88.5,1,0,18,5,3,1,33.3,0,0,0.0,1,1,100.0,0,0,0.0,1,0,0.0,1,0,0.0,34,171,20,2,3,26,19,160,30,90.5,0,0,4,18,4,2,50.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,1,50.0,Partly Cloudy,0,0,No Data,94.29,94.29,0.25,4.8,7.74,0.37,6,10,True
46003,4,2018-09-30,4:25PM,MetLife Stadium,NYG,NO,18,33,51,299,389,688,15,65,28,1,2,41,31,234,27,99.1,1,0,22,4,1,1,100.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,32,170,49,3,1,34,19,219,25,76.5,0,0,2,25,4,4,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Partly Cloudy,0,0,No Data,69.64,69.64,0.56,4.61,6.06,0.5,1,10,False
46004,4,2018-09-30,4:25PM,Dignity Health Sports Park,LAC,SF,29,27,56,368,364,732,27,126,34,0,1,39,25,242,24,97.2,3,1,21,4,4,3,75.0,0,0,0.0,2,2,100.0,0,0,0.0,1,1,100.0,1,0,0.0,21,76,12,0,2,37,23,288,82,82.9,2,2,5,23,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Partly Cloudy,0,0,No Data,82.08,82.08,0.39,4.96,8.32,0.31,6,10,False
46005,4,2018-09-30,8:20PM,Heinz Field,PIT,BAL,14,26,40,284,451,735,11,19,4,0,1,47,27,265,38,72.5,1,1,14,5,2,2,100.0,0,0,0.0,0,0,0.0,2,2,100.0,0,0,0.0,0,0,0.0,30,96,11,0,1,42,28,355,71,109.5,2,0,4,24,4,4,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Clear,0,0,No Data,66.08,66.08,0.74,0,0,0.06,0,10,False
46006,4,2018-10-01,8:15PM,Broncos Stadium at Mile High,DEN,KC,23,27,50,385,446,831,22,159,19,2,0,33,21,226,42,73.4,0,1,21,3,3,3,100.0,0,0,0.0,0,0,0.0,1,1,100.0,2,2,100.0,0,0,0.0,26,142,45,2,1,45,28,304,35,89.5,1,0,4,25,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Mostly Cloudy,0,0,No Data,65.36,65.36,0.47,2.37,6.5,0.8,0,3.56,False
46007,5,2018-10-04,8:20PM,Gillette Stadium,NE,IND,38,24,62,438,439,877,23,97,34,2,0,44,34,341,34,102.6,3,2,26,4,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,21,84,16,0,1,59,38,355,28,84.4,3,2,3,26,2,1,50.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,Mostly Cloudy,0,0,No Data,66.88,67.52,0.9,3.03,4.68,0.74,0,10,False
46008,5,2018-10-07,1:00PM,Heinz Field,PIT,ATL,41,17,58,381,328,709,29,131,30,2,1,29,19,250,47,112.7,3,1,22,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,19,62,20,1,1,45,31,266,43,95.1,1,0,3,22,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Partly Cloudy,0,0,No Data,82.46,86.5,0.67,6.02,6.1,0.3,5,10,False
46009,5,2018-10-07,1:00PM,FirstEnergy Stadium,CLE,BAL,12,9,21,416,410,826,28,112,17,0,1,43,25,304,39,81.7,1,1,20,9,3,2,66.7,0,0,0.0,0,0,0.0,2,2,100.0,0,0,0.0,1,0,0.0,25,116,19,0,4,57,29,294,28,59.0,0,1,8,26,4,3,75.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Foggy,0,0,No Data,70.05,71.12,0.93,2.21,3.63,1,3,0.65,False
46010,5,2018-10-07,1:00PM,MetLife Stadium,NYJ,DEN,34,16,50,512,436,948,38,323,77,1,1,22,10,189,76,98.1,3,1,19,3,3,2,66.7,0,0,0.0,0,0,0.0,2,1,50.0,1,1,100.0,0,0,0.0,17,92,29,0,2,51,35,344,42,95.0,2,1,8,26,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Overcast,0,0,No Data,75.76,76.74,0.79,4.36,5.08,0.97,3,10,False
46011,5,2018-10-07,1:00PM,Ford Field,DET,GB,31,23,54,264,516,780,28,94,24,2,0,26,14,170,60,101.9,2,0,18,5,2,1,50.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,1,0,0.0,20,98,18,0,3,52,32,418,30,108.0,3,0,0,26,5,1,20.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,Overcast,0,0,No Data,60.76,60.76,0.84,7.59,8.1,1,3,9.42,True
46012,5,2018-10-07,1:00PM,Arrowhead Stadium,KC,JAX,30,14,44,424,504,928,30,126,24,2,0,38,22,298,40,62.7,0,2,26,2,3,3,100.0,0,0,0.0,1,1,100.0,1,1,100.0,1,1,100.0,0,0,0.0,17,101,21,1,1,61,33,403,38,54.7,1,4,3,29,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Light Rain,0.0394,0.78,rain,58.09,58.14,0.97,2.97,3.95,1,3,6.8,False
46013,5,2018-10-07,1:00PM,Paul Brown Stadium,CIN,MIA,27,17,44,332,278,610,26,103,31,0,1,30,20,229,31,89.3,1,1,18,4,3,2,66.7,0,0,0.0,1,1,100.0,1,0,0.0,0,0,0.0,1,1,100.0,22,128,25,0,1,35,20,150,36,57.4,1,2,5,17,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Clear,0,0,No Data,86.17,89.06,0.53,2.67,3.88,0,5,6.2,False
46014,5,2018-10-07,1:00PM,Bank of America Stadium,CAR,NYG,33,31,64,350,432,782,31,118,18,0,1,35,21,232,27,75.5,2,2,20,3,4,4,100.0,0,0,0.0,0,0,0.0,1,1,100.0,2,2,100.0,1,1,100.0,16,50,30,0,1,37,23,382,57,101.5,3,2,2,18,3,3,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,Overcast,0,0,No Data,80.02,83.64,0.75,1.04,1.96,1,4,8.42,False
46015,5,2018-10-07,1:00PM,New Era Field,BUF,TEN,13,12,25,223,222,445,43,144,16,1,0,20,10,79,13,40.0,0,1,17,3,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,100.0,0,0,0.0,25,100,15,0,3,26,14,122,23,51.6,0,1,2,15,4,4,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,100.0,Overcast,0,0,No Data,59.94,59.94,0.91,9.35,9.8,1,3,4.03,False
46016,5,2018-10-07,4:05PM,Dignity Health Sports Park,LAC,OAK,26,10,36,412,289,701,31,79,16,1,0,27,22,333,48,143.4,2,0,19,3,3,2,66.7,0,0,0.0,0,0,0.0,1,1,100.0,2,1,50.0,0,0,0.0,13,41,8,0,1,33,24,248,47,94.0,1,1,4,14,2,1,50.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,Clear,0,0,No Data,74.13,74.13,0.58,5.62,8.62,0.21,6,10,False
46017,5,2018-10-07,4:25PM,Levi's Stadium,SF,ARI,18,28,46,434,220,654,34,147,17,1,4,54,34,287,45,78.4,2,2,34,4,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,23,56,10,2,1,25,10,164,75,77.1,1,0,8,10,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Clear,0,0,No Data,76.75,76.75,0.2,9.11,17.79,0.1,5,10,False
46018,5,2018-10-07,4:25PM,CenturyLink Field,SEA,LA,31,33,64,373,468,841,32,190,37,1,0,21,13,183,44,132.5,3,0,23,4,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,30,155,56,3,3,32,23,313,48,88.2,1,2,1,37,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Overcast,0.0018,0.25,rain,54.48,54.48,0.8,3.31,3.97,1,2,5.02,False
46019,5,2018-10-07,4:25PM,Lincoln Financial Field,PHI,MIN,21,23,44,297,346,643,17,81,13,0,2,35,24,216,48,115.3,2,0,21,4,2,2,100.0,0,0,0.0,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,20,48,12,0,2,37,30,298,68,109.6,1,0,2,18,5,3,60.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,Mostly Cloudy,0,0,No Data,78.64,79.88,0.78,3.05,4.36,0.73,1,10,False
46020,5,2018-10-07,8:20PM,NRG Stadium,HOU,DAL,19,16,35,478,292,770,30,88,17,0,1,44,33,390,49,99.7,1,1,25,3,5,4,80.0,1,1,100.0,2,2,100.0,1,1,100.0,1,0,0.0,0,0,0.0,29,98,14,0,0,29,18,194,44,66.4,1,2,5,14,3,3,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Humid and Partly Cloudy,0,0,No Data,81.41,86.42,0.75,6.46,6.74,0.5,0,10,True
46021,5,2018-10-08,8:15PM,Mercedes-Benz Superdome,NO,WAS,43,19,62,447,283,730,32,98,9,3,2,29,26,349,62,153.2,3,0,27,0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,18,39,11,2,1,39,23,244,42,69.9,0,1,3,18,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,Light Rain,0.0357,0.57,rain,77.37,78.83,0.85,5.12,7.06,1,0,7.86,True
46022,6,2018-10-11,8:20PM,MetLife Stadium,NYG,PHI,13,34,47,401,371,772,17,147,50,1,2,43,24,254,55,66.1,0,1,17,5,3,2,66.7,0,0,0.0,1,1,100.0,1,1,100.0,0,0,0.0,1,0,0.0,32,103,14,1,3,36,26,268,58,121.9,3,0,5,23,3,2,66.7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,Light Rain,0.0216,0.76,rain,70.07,71.31,0.96,2,2.94,0.87,0,8.17,False
46023,6,2018-10-14,1:00PM,US Bank Stadium,MIN,ARI,27,17,44,368,269,637,32,195,34,2,1,34,24,173,17,87.0,1,1,20,5,2,2,100.0,0,0,0.0,0,0,0.0,1,1,100.0,1,1,100.0,0,0,0.0,20,61,10,1,1,31,21,208,40,77.4,0,1,6,15,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Clear,No Data,No Data,snow,33.3,27.03,0.9,7.04,No Data,No Data,No Data,No Data,True
46024,6,2018-10-14,1:00PM,FedEx Field,WAS,CAR,23,17,40,288,350,638,28,132,19,0,1,36,21,156,22,88.1,2,0,18,4,3,3,100.0,0,0,0.0,1,1,100.0,0,0,0.0,1,1,100.0,1,1,100.0,18,81,18,0,3,40,27,269,25,93.2,2,1,3,22,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Clear,No Data,No Data,rain,54.15,54.15,0.78,0.21,No Data,No Data,No Data,No Data,False
46025,6,2018-10-14,1:00PM,Hard Rock Stadium,MIA,CHI,31,28,59,541,467,1008,31,161,32,0,1,44,28,380,75,94.9,3,2,24,4,3,3,100.0,0,0,0.0,1,1,100.0,0,0,0.0,1,1,100.0,1,1,100.0,31,164,28,1,2,31,22,303,54,122.5,3,1,2,23,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,Humid,No Data,No Data,rain,88.15,98.47,0.66,7.5,No Data,No Data,No Data,No Data,False
46026,6,2018-10-14,1:00PM,MetLife Stadium,NYJ,IND,42,34,76,371,435,806,35,104,21,0,3,30,24,267,32,113.9,2,1,19,1,7,7,100.0,0,0,0.0,0,0,0.0,4,4,100.0,3,3,100.0,0,0,0.0,23,127,25,0,1,43,23,308,34,78.4,4,3,2,23,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Clear,No Data,No Data,rain,57.13,57.13,0.55,5.02,No Data,No Data,No Data,No Data,False
46027,6,2018-10-14,1:00PM,Wembley Stadium,OAK,SEA,3,27,30,186,361,547,19,79,15,0,3,31,23,107,28,83.0,0,0,15,3,2,1,50.0,0,0,0.0,0,0,0.0,0,0,0.0,2,1,50.0,0,0,0.0,38,147,21,0,1,23,17,214,42,125.4,3,1,2,18,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Clear,No Data,No Data,rain,50.83,50.83,0.93,No Data,No Data,No Data,No Data,No Data,False
46028,6,2018-10-14,1:00PM,NRG Stadium,HOU,BUF,20,13,33,214,229,443,24,74,17,0,3,26,15,140,28,59.3,1,2,15,5,2,2,100.0,0,0,0.0,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,27,100,14,0,1,29,16,129,44,51.6,1,2,5,13,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,Clear,No Data,No Data,rain,87.08,93.17,0.6,9.44,No Data,No Data,No Data,No Data,True
46029,6,2018-10-14,1:00PM,FirstEnergy Stadium,CLE,LAC,14,38,52,317,439,756,21,103,23,0,0,46,22,214,32,52.6,1,2,20,6,2,2,100.0,0,0,0.0,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,36,236,20,3,1,21,12,203,45,104.3,2,1,5,24,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Clear,No Data,No Data,rain,55.29,55.29,0.55,1.24,No Data,No Data,No Data,No Data,False
46030,6,2018-10-14,1:00PM,Paul Brown Stadium,CIN,PIT,21,28,49,275,481,756,13,62,17,1,0,42,26,213,23,92.3,2,0,19,6,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,21,112,26,2,1,46,32,369,48,100.7,1,0,4,25,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Clear,No Data,No Data,rain,51.89,51.89,0.89,2.62,No Data,No Data,No Data,No Data,False
46031,6,2018-10-14,1:00PM,Mercedes-Benz Stadium,ATL,TB,34,29,63,416,515,931,22,70,15,1,2,41,31,346,35,125.5,3,0,27,4,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,1,1,100.0,21,126,28,0,2,41,30,389,51,115.4,4,2,2,30,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Clear,No Data,No Data,rain,73.52,73.52,0.57,3.63,No Data,No Data,No Data,No Data,True
46032,6,2018-10-14,4:05PM,Broncos Stadium at Mile High,DEN,LA,20,23,43,348,444,792,18,51,9,0,1,41,25,297,45,91.7,2,1,22,4,2,2,100.0,0,0,0.0,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,39,270,29,2,0,28,14,174,44,58.8,0,1,3,24,4,3,75.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Overcast,0.0009,0.04,snow,24.95,24.95,0.7,2.08,6.48,0.99,3,2.27,False
46033,6,2018-10-14,4:25PM,Nissan Stadium,TEN,BAL,0,21,21,106,361,467,14,55,21,0,1,15,10,51,24,90.1,0,0,7,9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,35,123,22,2,0,37,25,238,27,82.9,1,1,4,23,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Light Rain,0.0211,0.79,rain,66.02,66.61,0.91,3.33,4.4,1,2,6.28,False
46034,6,2018-10-14,4:25PM,AT&T Stadium,DAL,JAX,40,7,47,378,196,574,42,206,28,2,2,27,17,172,27,107.5,2,0,23,3,4,4,100.0,0,0,0.0,0,0,0.0,1,1,100.0,1,1,100.0,2,2,100.0,18,65,12,0,1,26,15,131,34,69.6,1,1,6,10,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Mostly Cloudy,0,0,No Data,78.24,79.23,0.74,4.76,6.01,0.66,3,10,True
46035,6,2018-10-14,8:20PM,Gillette Stadium,NE,KC,43,40,83,498,446,944,38,173,15,3,2,35,24,325,42,109.2,1,0,31,0,5,5,100.0,0,0,0.0,2,2,100.0,1,1,100.0,1,1,100.0,1,1,100.0,17,94,31,0,0,36,23,352,75,110.0,4,2,1,18,4,4,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,Clear,0,0,No Data,45.06,45.06,No Data,2.07,2.3,0,0,9.83,False
