Game ID,Date,Time (EST),Lat,Lng,DateTime,Unix Time
46086,2018-11-11,4:25PM,44.501389,-88.06222199999998,2018-11-11 4:25PM,1541971500
46089,2018-11-11,4:25PM,34.014167,-118.287778,2018-11-11 4:25PM,1541971500
46090,2018-11-11,8:20PM,39.900833,-75.1675,2018-11-11 8:20PM,1541985600
46091,2018-11-12,8:15PM,37.403,-121.97,2018-11-12 8:15PM,1542071700
46092,2018-11-15,8:20PM,47.5952,-122.3316,2018-11-15 8:20PM,1542331200
46093,2018-11-18,1:00PM,42.34,-83.045556,2018-11-18 1:00PM,1542564000
46094,2018-11-18,1:00PM,39.278056,-76.622778,2018-11-18 1:00PM,1542564000
46095,2018-11-18,1:00PM,33.755429,-84.401067,2018-11-18 1:00PM,1542564000
46096,2018-11-18,1:00PM,38.907778,-76.86444399999998,2018-11-18 1:00PM,1542564000
46099,2018-11-18,1:00PM,40.81352800000001,-74.074361,2018-11-18 1:00PM,1542564000
46100,2018-11-18,1:00PM,39.760056,-86.16380600000002,2018-11-18 1:00PM,1542564000
46103,2018-11-18,1:00PM,30.323889,-81.6375,2018-11-18 1:00PM,1542564000
46101,2018-11-18,4:05PM,33.864000000000004,-118.261,2018-11-18 4:05PM,1542575100
46102,2018-11-18,4:05PM,33.5275,-112.2625,2018-11-18 4:05PM,1542575100
46098,2018-11-18,4:25PM,29.950833000000006,-90.081111,2018-11-18 4:25PM,1542576300
46097,2018-11-18,8:20PM,41.8623,-87.6167,2018-11-18 8:20PM,1542590400
46104,2018-11-19,8:15PM,34.014167,-118.287778,2018-11-19 8:15PM,1542676500
46105,2018-11-22,12:30PM,42.34,-83.045556,2018-11-22 12:30PM,1542907800
46106,2018-11-22,4:30PM,32.747778000000004,-97.092778,2018-11-22 4:30PM,1542922200
46107,2018-11-22,8:20PM,29.950833000000006,-90.081111,2018-11-22 8:20PM,1542936000
46108,2018-11-25,1:00PM,39.095,-84.516,2018-11-25 1:00PM,1543168800
46109,2018-11-25,1:00PM,42.774,-78.78699999999998,2018-11-25 1:00PM,1543168800
46111,2018-11-25,1:00PM,40.81352800000001,-74.074361,2018-11-25 1:00PM,1543168800
46112,2018-11-25,1:00PM,39.900833,-75.1675,2018-11-25 1:00PM,1543168800
46113,2018-11-25,1:00PM,39.278056,-76.622778,2018-11-25 1:00PM,1543168800
46114,2018-11-25,1:00PM,35.225833,-80.852778,2018-11-25 1:00PM,1543168800
46115,2018-11-25,1:00PM,27.975833,-82.503333,2018-11-25 1:00PM,1543168800
46116,2018-11-25,4:05PM,33.864000000000004,-118.261,2018-11-25 4:05PM,1543179900
46110,2018-11-25,4:25PM,39.760056,-86.16380600000002,2018-11-25 4:25PM,1543181100
46117,2018-11-25,4:25PM,39.743889,-105.02,2018-11-25 4:25PM,1543181100
46118,2018-11-25,8:20PM,44.974,-93.258,2018-11-25 8:20PM,1543195200
46119,2018-11-26,8:15PM,29.684722,-95.410833,2018-11-26 8:15PM,1543281300
46120,2018-11-29,8:20PM,32.747778000000004,-97.092778,2018-11-29 8:20PM,1543540800
46121,2018-12-02,1:00PM,44.501389,-88.06222199999998,2018-12-02 1:00PM,1543773600
46122,2018-12-02,1:00PM,33.755429,-84.401067,2018-12-02 1:00PM,1543773600
46123,2018-12-02,1:00PM,25.958056,-80.238889,2018-12-02 1:00PM,1543773600
46124,2018-12-02,1:00PM,27.975833,-82.503333,2018-12-02 1:00PM,1543773600
46125,2018-12-02,1:00PM,40.81352800000001,-74.074361,2018-12-02 1:00PM,1543773600
46126,2018-12-02,1:00PM,29.684722,-95.410833,2018-12-02 1:00PM,1543773600
46127,2018-12-02,1:00PM,39.095,-84.516,2018-12-02 1:00PM,1543773600
46128,2018-12-02,1:00PM,30.323889,-81.6375,2018-12-02 1:00PM,1543773600
46130,2018-12-02,1:00PM,42.34,-83.045556,2018-12-02 1:00PM,1543773600
46131,2018-12-02,4:05PM,37.751667,-122.200556,2018-12-02 4:05PM,1543784700
46132,2018-12-02,4:05PM,36.166389,-86.771389,2018-12-02 4:05PM,1543784700
46133,2018-12-02,4:25PM,42.090944,-71.264344,2018-12-02 4:25PM,1543785900
46134,2018-12-02,4:25PM,47.5952,-122.3316,2018-12-02 4:25PM,1543785900
